iteration,timesteps,mean_population_return,gbest_fitness,mean_velocity,time_pso_cumulative,time_total_cumulative
0,3996,-51.11565837277821,-49.623668337892596,0.1085007192201114,0.0023300647735595703,1.6044244766235352
1,7992,-52.662203520299286,-49.623668337892596,0.07765864961714085,0.004682302474975586,3.2622756958007812
2,11988,-52.27620010313405,-49.623668337892596,0.0822528989062578,0.007046937942504883,4.918386459350586
3,15984,-52.427324675655484,-49.623668337892596,0.07785957033047454,0.00938105583190918,6.572686433792114
4,19980,-52.152244742576414,-49.623668337892596,0.07699999791969146,0.011721134185791016,8.232393980026245
5,23976,-52.31272390091132,-49.623668337892596,0.07804055469543007,0.014069557189941406,9.8860342502594
6,27972,-52.94921177180415,-49.623668337892596,0.07167742172688513,0.01641082763671875,11.543623924255371
7,31646,-22.753871776870355,64.75718179011153,0.06591276507450468,0.018826961517333984,13.127419233322144
8,35129,-20.799919780415845,73.44573147091491,0.08753767563861661,0.021281719207763672,14.608030319213867
9,39048,-28.478193114427043,73.44573147091491,0.07503499554669751,0.02366924285888672,16.26494789123535
10,42732,-24.950613063838677,73.44573147091491,0.0775970726930869,0.026039600372314453,17.818375825881958
11,46728,-54.496767915179646,73.44573147091491,0.07069398061971047,0.02843499183654785,19.503284215927124
12,50724,-51.86721014987003,73.44573147091491,0.07477796391218101,0.03080010414123535,21.18027424812317
13,54720,-54.54826964051105,73.44573147091491,0.06912258079475057,0.03316664695739746,22.866794109344482
14,58716,-57.31421426892994,73.44573147091491,0.07489220008054481,0.03554248809814453,24.545331239700317
15,62712,-55.18584825163527,73.44573147091491,0.07394139178463124,0.03789329528808594,26.22158432006836
16,66708,-53.886637585264396,73.44573147091491,0.06739966508134136,0.040261030197143555,27.92222547531128
17,70704,-53.52716082740778,73.44573147091491,0.07129478211780743,0.0426480770111084,29.633296489715576
18,74700,-54.33622314872528,73.44573147091491,0.06802409157223467,0.045037031173706055,31.31872248649597
19,78696,-55.757844694316645,73.44573147091491,0.06425264830301915,0.0474085807800293,33.00474309921265
20,82692,-52.83857207629951,73.44573147091491,0.0660572556745527,0.049773216247558594,34.68102979660034
21,86608,-27.079204150967264,73.44573147091491,0.06186430034826376,0.05212759971618652,36.33388686180115
22,90604,-56.220039789181484,73.44573147091491,0.0688928031096501,0.05450797080993652,38.020148277282715
23,94314,-27.126195435298786,73.44573147091491,0.06402716418129524,0.05686593055725098,39.592631816864014
24,98190,-26.674624432846564,73.44573147091491,0.06242654648875552,0.06006932258605957,41.23103046417236
25,102015,-26.328605600126473,73.44573147091491,0.06033702771778086,0.062432050704956055,42.831862449645996
26,106011,-55.201937008000336,73.44573147091491,0.06473907489895021,0.06481790542602539,44.51334095001221
27,110007,-52.35296255846761,73.44573147091491,0.06382519064936787,0.06721329689025879,46.197723150253296
28,114003,-53.53896703299141,73.44573147091491,0.06393862834270944,0.0695791244506836,47.87788128852844
29,117790,-28.52891108825562,73.44573147091491,0.0658039669194425,0.07195019721984863,49.48133206367493
30,121709,-29.604334010362837,73.44573147091491,0.060046115008715005,0.07434630393981934,51.13389754295349
31,125609,-28.562184299094923,73.44573147091491,0.06257975400824632,0.07669687271118164,52.77613830566406
32,129512,-28.183003684067728,73.44573147091491,0.05320927721082366,0.07912898063659668,54.42584156990051
33,133508,-55.71214947357421,73.44573147091491,0.05279378734329449,0.08150529861450195,56.105551958084106
34,137403,-28.642597613068634,73.44573147091491,0.057674219682147455,0.08389139175415039,57.75412321090698
35,141399,-57.508289892036586,73.44573147091491,0.05270397957480912,0.08562898635864258,59.4466712474823
36,145103,-24.835977928387734,73.44573147091491,0.049842101588313065,0.08803462982177734,60.95321583747864
37,149099,-53.754681213237674,73.44573147091491,0.048248937686106996,0.09043574333190918,62.64293432235718
38,153095,-54.398560993170044,73.44573147091491,0.04979272321465293,0.09287333488464355,64.32486391067505
39,157091,-54.77734280418388,73.44573147091491,0.05302821713433202,0.09527087211608887,66.08200716972351
40,161087,-55.43916634622061,73.44573147091491,0.050719578991577564,0.09705257415771484,67.7541663646698
41,165083,-53.10349946199143,73.44573147091491,0.05141821193475542,0.09946203231811523,69.42303609848022
42,169079,-55.543263548265,73.44573147091491,0.05656279588583857,0.10182023048400879,71.10585117340088
43,173066,-29.577777388111222,73.44573147091491,0.05519774255143212,0.1041722297668457,72.7788758277893
44,176238,7.488010188865218,73.44573147091491,0.04883939334623782,0.10651230812072754,74.26716375350952
45,180234,-53.562665305390034,73.44573147091491,0.05015731558004129,0.10884404182434082,75.91996216773987
46,184230,-54.992595621453304,73.44573147091491,0.049007941536339264,0.11118102073669434,77.5760612487793
47,188226,-53.72631763011196,73.44573147091491,0.047460678848437965,0.11351895332336426,79.22230076789856
48,191878,-26.431693184721894,73.44573147091491,0.042458087405455966,0.1158449649810791,80.74905610084534
49,195874,-56.66676073022276,73.44573147091491,0.0393528870938878,0.11815333366394043,82.40819430351257
50,199870,-54.738541330710966,73.44573147091491,0.039732495023469844,0.1204841136932373,84.05154585838318
51,203521,-23.374931117987188,73.44573147091491,0.041303925590390075,0.12284970283508301,85.56602358818054
52,207517,-52.98748884423215,73.44573147091491,0.037081199340588816,0.12562036514282227,87.22967100143433
53,211280,-28.363484094721755,73.44573147091491,0.04003529999006007,0.12793278694152832,88.79139852523804
54,215276,-54.87322030201644,73.44573147091491,0.037506737430313866,0.13028907775878906,90.45848107337952
55,219272,-52.55865163010546,73.44573147091491,0.03619735006109945,0.13260197639465332,92.10823392868042
56,223268,-53.088645088008654,73.44573147091491,0.04316575825214386,0.13499236106872559,93.75435042381287
57,227102,-4.673962767169776,73.44573147091491,0.042119819105469754,0.13732051849365234,95.33648467063904
58,231098,-54.43092576150681,73.44573147091491,0.04329763619794644,0.1391010284423828,96.98063445091248
59,235094,-52.11821927930013,73.44573147091491,0.040881134037460604,0.14142537117004395,98.60180139541626
60,239090,-53.50883745557984,73.44573147091491,0.044556018197909,0.1437830924987793,100.2539873123169
61,243086,-54.81318474612249,73.44573147091491,0.04006711097567209,0.1461162567138672,101.89882802963257
62,247082,-55.831661092709005,73.44573147091491,0.04733781468530651,0.148468017578125,103.55384302139282
63,250851,-24.449887558201304,73.44573147091491,0.03848557174621549,0.1505107879638672,105.11332678794861
64,254726,-24.492577116460424,73.44573147091491,0.042896019718942364,0.1528480052947998,106.71236228942871
65,258722,-53.50102568243116,73.44573147091491,0.04818664491176605,0.15519094467163086,108.3765926361084
66,262592,-28.703713291115825,73.44573147091491,0.04694737475698016,0.15754127502441406,109.98400616645813
67,266588,-51.746888880237854,73.44573147091491,0.04544579923718369,0.15986943244934082,111.63880848884583
68,270394,-24.902401631707775,73.44573147091491,0.047841297657994025,0.1622326374053955,113.21389985084534
69,274171,-25.856299695019317,73.44573147091491,0.04342163215291553,0.1645667552947998,114.78132820129395
70,278167,-53.70329570429028,73.44573147091491,0.05035082797153986,0.16692352294921875,116.44087672233582
71,282163,-53.163554772272846,73.44573147091491,0.04289867661594014,0.1692643165588379,118.07930946350098
72,286159,-53.507376278365236,73.44573147091491,0.045022424834314734,0.17159557342529297,119.72707438468933
73,290155,-56.890583640503486,73.44573147091491,0.04077873374002853,0.17395305633544922,121.39741277694702
74,294151,-57.246949531156524,73.44573147091491,0.0430958150432811,0.176316499710083,123.05329632759094
75,298147,-55.07115219230042,73.44573147091491,0.03717854946652161,0.17806220054626465,124.70472550392151
76,302143,-51.882159527444806,73.44573147091491,0.04105510267462315,0.18047356605529785,126.33776116371155
77,306139,-52.52397892352725,73.44573147091491,0.035795168489650156,0.18282222747802734,127.99960041046143
78,310135,-54.41505689819421,73.44573147091491,0.04685395785885963,0.1851797103881836,129.65556263923645
79,314131,-55.53858527954034,73.44573147091491,0.0383760308447693,0.18750858306884766,131.310076713562
80,318127,-53.87149123768127,73.44573147091491,0.04882171073820375,0.18985915184020996,132.94754314422607
81,321944,-25.32782715498248,73.44573147091491,0.04160246319536652,0.19220805168151855,134.530109167099
82,325940,-53.126956912446715,73.44573147091491,0.04734441451728344,0.19458413124084473,136.1808214187622
83,329936,-55.532132264770425,73.44573147091491,0.03741323469772137,0.19693875312805176,137.8339147567749
84,333390,-22.92154828206332,75.13366045449412,0.05797341106725591,0.19931793212890625,139.28644061088562
85,336998,-23.804103970186333,75.13366045449412,0.04542291323221954,0.20255279541015625,140.77109456062317
86,340994,-54.187129299008674,75.13366045449412,0.05475041921350307,0.20492148399353027,142.43460512161255
87,344990,-52.71952078183513,75.13366045449412,0.04685868063409414,0.20728111267089844,144.06913781166077
88,348986,-54.64165760086733,75.13366045449412,0.04879763664212078,0.20960378646850586,145.71884727478027
89,352982,-54.52785660102293,75.13366045449412,0.04250657681093019,0.21196913719177246,147.4079360961914
90,356353,-21.108344606957328,80.3826134196619,0.054178958139216,0.21429228782653809,148.8296763896942
91,360349,-52.573643489638286,80.3826134196619,0.03978513596978571,0.2164754867553711,150.39307761192322
92,364269,-27.53865810011147,80.3826134196619,0.046302910070932866,0.21831727027893066,151.87654995918274
93,368265,-51.28720119054679,80.3826134196619,0.044708511708969514,0.220184326171875,153.38251161575317
94,372261,-52.630221156778134,80.3826134196619,0.043857233050013225,0.22194671630859375,154.9066960811615
95,376257,-52.648117066139875,80.3826134196619,0.04452517244499177,0.22372722625732422,156.45621800422668
96,380253,-54.45301816500003,80.3826134196619,0.03843557405551629,0.22548651695251465,157.98621082305908
97,384249,-52.72517272529941,80.3826134196619,0.04548047250552502,0.22774791717529297,159.58507871627808
98,388245,-50.82238307959566,80.3826134196619,0.037276535078750124,0.22965741157531738,161.09839963912964
99,391857,-23.124198000659028,80.3826134196619,0.04584106373866754,0.23205327987670898,162.55341792106628
