iteration,timesteps,mean_population_return,gbest_fitness,mean_velocity,time_pso_cumulative,time_total_cumulative
0,7992,-51.409580037187695,-49.476438974612314,0.12422768128921494,0.004781246185302734,3.3300914764404297
1,15984,-51.71404109377731,-49.246880269970696,0.1102335701289121,0.009559869766235352,6.681940793991089
2,23976,-53.252544310203,-49.246880269970696,0.1038540504752226,0.01305246353149414,9.930758953094482
3,31968,-51.48426139486652,-47.80045119709297,0.1678828475705814,0.01788783073425293,13.263228416442871
4,39960,-51.46985003532909,-47.80045119709297,0.12699671298988896,0.021431684494018555,16.42686939239502
5,47952,-51.61914902034484,-47.80045119709297,0.12497584303283864,0.02622246742248535,19.752718448638916
6,55944,-53.287429081489016,-47.80045119709297,0.10948049818398431,0.030989885330200195,23.0974543094635
7,63936,-52.41766525441649,-47.69501060514249,0.13160175050143152,0.035878658294677734,26.43731427192688
8,71699,-36.4947453360071,60.658561592820774,0.1203320822844814,0.04069232940673828,29.675184965133667
9,79274,-36.6444880336324,63.77500784144878,0.1421046448605401,0.04413461685180664,32.80546450614929
10,87266,-53.59552997818549,63.77500784144878,0.11735210850435708,0.04889416694641113,36.13359332084656
11,95253,-44.71932670118731,63.77500784144878,0.1256392263957033,0.053697824478149414,39.40270948410034
12,103005,-39.07691657637876,63.77500784144878,0.11601735131781815,0.05856752395629883,42.64148807525635
13,110994,-38.61882374816984,63.77500784144878,0.11486907460493967,0.06339335441589355,45.96034097671509
14,118612,-42.857980341365455,63.77500784144878,0.11316528269214488,0.06816864013671875,49.082622051239014
15,126104,-39.0230677604554,73.9332044280792,0.1324314785722111,0.07165694236755371,52.17864179611206
16,134096,-57.273927950095,73.9332044280792,0.11373231868076672,0.07631778717041016,55.495782136917114
17,142073,-40.95352560423485,73.9332044280792,0.1145892802243387,0.08115744590759277,58.723395586013794
18,150000,-43.96085312602319,73.9332044280792,0.10982835022566308,0.08596110343933105,62.03192639350891
19,157846,-44.55360091055266,73.9332044280792,0.11140391967325872,0.09073567390441895,65.315664768219
20,165567,-26.96601548761466,73.9332044280792,0.10583215630945882,0.09555554389953613,68.5516288280487
21,173386,-41.53452253285914,73.9332044280792,0.10081533221611087,0.10035395622253418,71.83017110824585
22,181378,-56.39609140823802,73.9332044280792,0.09819111263745331,0.10518980026245117,75.17388606071472
23,189370,-55.67574597265074,73.9332044280792,0.0970040201458947,0.11001181602478027,78.51938343048096
24,197362,-55.31702596037167,73.9332044280792,0.09786587395605498,0.11349725723266602,81.8552725315094
25,205354,-51.145264565538774,73.9332044280792,0.09819668308981427,0.1184380054473877,85.16021609306335
26,213346,-54.652207445014355,73.9332044280792,0.09721751568473076,0.12326550483703613,88.54308414459229
27,221338,-56.39690303481162,73.9332044280792,0.09394199748307333,0.12806963920593262,91.91482353210449
28,229330,-53.405794165147285,73.9332044280792,0.08830418396558214,0.13287758827209473,95.26280045509338
29,237322,-55.19366730547538,73.9332044280792,0.09907322850943144,0.1376960277557373,98.59595227241516
30,245290,-44.77805383581033,73.9332044280792,0.08992287231792163,0.14251971244812012,101.78778553009033
31,253282,-55.842522953874834,73.9332044280792,0.09487191744015686,0.14734387397766113,104.95305609703064
32,261094,-43.462062188833464,73.9332044280792,0.08987746369010503,0.1522059440612793,108.21904969215393
33,269086,-53.36402595112066,73.9332044280792,0.091781601729703,0.15701031684875488,111.44870567321777
34,277078,-53.81766256007467,73.9332044280792,0.09042199696497326,0.16184568405151367,114.78048849105835
35,285070,-51.195693968740414,73.9332044280792,0.08807695881737994,0.16668176651000977,118.12789559364319
36,293062,-54.58740737847194,73.9332044280792,0.08959885040530936,0.17151236534118652,121.46856260299683
37,301054,-53.37017142607279,73.9332044280792,0.081923203489818,0.1763451099395752,124.67978501319885
38,308839,-39.804682290292845,73.9332044280792,0.08447288690929,0.18124723434448242,127.90972375869751
39,316831,-55.738031978505276,73.9332044280792,0.08582598086962079,0.18608832359313965,131.25853061676025
40,324823,-55.64636824308069,73.9332044280792,0.08978166370694193,0.1909024715423584,134.61452221870422
41,332513,-30.137747774326797,73.9332044280792,0.08614278146498172,0.19569158554077148,137.8330419063568
42,340360,-41.17200282536719,73.9332044280792,0.09221839092788287,0.1991713047027588,140.95198130607605
43,348352,-54.23975985235211,73.9332044280792,0.08243373619604558,0.20403099060058594,144.1703598499298
44,355702,-25.361060697223916,73.9332044280792,0.08219288892100199,0.20886468887329102,147.12781357765198
45,363694,-56.53788390314131,73.9332044280792,0.0791328956277409,0.21363210678100586,150.46357703208923
46,371686,-53.06907897639082,73.9332044280792,0.07864507262794566,0.21842384338378906,153.6922686100006
47,379678,-53.7480812576437,73.9332044280792,0.07938822922629436,0.22321271896362305,156.9635570049286
48,387670,-52.108176282269454,73.9332044280792,0.0813978726800997,0.22813892364501953,160.30148100852966
49,395415,-27.98014525173442,73.9332044280792,0.0794870906684082,0.23298358917236328,163.53887224197388
50,403407,-54.07453701269321,73.9332044280792,0.08470092679324027,0.23790454864501953,166.88371396064758
51,411399,-55.006925146111286,73.9332044280792,0.0758500714312374,0.24272751808166504,170.21510004997253
52,419391,-54.96027264664772,73.9332044280792,0.08810665274255111,0.24752378463745117,173.55205416679382
53,427383,-51.67016001322607,73.9332044280792,0.07972364008310251,0.2523019313812256,176.88160848617554
54,435375,-55.24832393166299,73.9332044280792,0.08584616044286772,0.25710225105285645,180.20613980293274
55,443367,-52.66298632033788,73.9332044280792,0.08621195972747436,0.2619664669036865,183.54031014442444
