iteration,timesteps,mean_population_return,gbest_fitness,mean_velocity,time_pso_cumulative,time_total_cumulative
0,3996,-52.023686053133005,-51.11649501915402,0.07114910748454609,0.002438783645629883,1.702942132949829
1,7992,-52.18907712268861,-51.11649501915402,0.06410441595861423,0.0048906803131103516,3.3834941387176514
2,11988,-52.16715920869107,-49.92492994260709,0.06708717272184524,0.007356405258178711,5.052476644515991
3,15984,-52.39878335191758,-49.92492994260709,0.05066620137742055,0.00978398323059082,6.744062185287476
4,19980,-53.86373549634631,-49.92492994260709,0.045328786509344354,0.012221813201904297,8.385456085205078
5,23976,-53.49822765369279,-49.92492994260709,0.04262315992465509,0.014697074890136719,10.066906452178955
6,27972,-51.62467395993828,-49.71344836214749,0.04824807252901207,0.017159223556518555,11.734888076782227
7,31968,-52.39976740598791,-49.71344836214749,0.03840211862032967,0.01957535743713379,13.417912006378174
8,35964,-53.5218409908581,-49.71344836214749,0.03807090794933694,0.022013425827026367,15.10358738899231
9,39960,-54.03892916986359,-49.71344836214749,0.03414237925816061,0.024417638778686523,16.827192544937134
10,43956,-52.169410930833976,-49.71344836214749,0.0326299036013162,0.02683877944946289,18.515014171600342
11,47952,-50.87992094798183,-49.149772052952756,0.040676312579307705,0.029270410537719727,20.207765579223633
12,51948,-51.82600939303169,-49.149772052952756,0.02824832877792817,0.03166961669921875,21.907282829284668
13,55944,-52.38416539603519,-49.149772052952756,0.03077982745526242,0.03407692909240723,23.591739416122437
14,59940,-53.46369677859754,-49.149772052952756,0.02783999543628722,0.03649497032165527,25.27672839164734
15,63936,-52.03934531982203,-49.149772052952756,0.02413995609718508,0.03890395164489746,26.966854333877563
16,67932,-52.58164006131124,-49.149772052952756,0.02465153475558119,0.04133725166320801,28.658053398132324
17,71928,-52.208719973410375,-49.149772052952756,0.02129720349330455,0.043745994567871094,30.350638389587402
18,75924,-51.98898381815893,-49.149772052952756,0.022863419223410474,0.04614543914794922,32.03481459617615
19,79920,-51.378509027134655,-49.149772052952756,0.022525711459041173,0.048605918884277344,33.727333307266235
20,83916,-51.74634956413464,-49.149772052952756,0.017480969678477516,0.05101466178894043,35.423147439956665
21,87912,-53.677527176976845,-49.149772052952756,0.01902675785822794,0.053431034088134766,37.11542558670044
22,91348,-19.207655918334197,76.50893286135445,0.02142207773535379,0.05583620071411133,38.57280731201172
23,95344,-51.49152741124384,76.50893286135445,0.016809047977273752,0.05827498435974121,40.26146054267883
24,99340,-51.41650469808755,76.50893286135445,0.018810197453214123,0.060692548751831055,41.948729515075684
25,103168,0.23535269999413977,76.50893286135445,0.013419973732587616,0.06268119812011719,43.572026014328
26,107164,-53.614966633030534,76.50893286135445,0.011762522061222367,0.06509900093078613,45.23465609550476
27,111160,-52.011347706413936,76.50893286135445,0.01290895092617055,0.06754469871520996,46.923789501190186
28,115156,-52.53344232273716,76.50893286135445,0.011489836673717946,0.06967282295227051,48.580917835235596
29,119152,-51.93427232461865,76.50893286135445,0.010914661805145442,0.07210993766784668,50.26987361907959
30,123148,-52.829839132325105,76.50893286135445,0.010357067185915574,0.0745382308959961,51.96541881561279
31,127144,-52.214439170958784,76.50893286135445,0.00986585722005527,0.07700562477111816,53.61817145347595
32,131140,-52.23698589015849,76.50893286135445,0.01028511265758425,0.07943105697631836,55.31249523162842
33,135136,-52.320977019415736,76.50893286135445,0.008717123329136354,0.08186769485473633,57.004258155822754
34,139132,-52.43437991797092,76.50893286135445,0.009369398417350438,0.0842587947845459,58.72987151145935
35,143128,-51.97681125011904,76.50893286135445,0.009239606954257138,0.08670473098754883,60.43021059036255
36,147124,-51.91818296124368,76.50893286135445,0.010040623102603214,0.08916807174682617,62.12767243385315
37,151120,-52.237842789211776,76.50893286135445,0.0101220228326773,0.09163260459899902,63.83542823791504
38,154804,-25.079783028674477,76.50893286135445,0.007547283046213644,0.09408259391784668,65.47861766815186
39,158800,-52.64745289399203,76.50893286135445,0.006964878846442194,0.09650826454162598,67.17162561416626
40,162796,-51.975693002926114,76.50893286135445,0.00845677437609993,0.09835600852966309,68.84151101112366
